Κατασκευαστής,Τύπος,Εγγραφή,Ηλικία,Καύσιμο,Μετάδοση,Κυβικά,Ιπποδύναμη,Χιλιόμετρα,Κατάσταση,Περιοχή,Τιμή
Mercedes-Benz,A 200,2025.0,1.0,Βενζίνη,Αυτόματο,1300.0,163.0,5700.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,36500.0
Mercedes-Benz,GLE 300,2025.0,1.0,Πετρέλαιο,Αυτόματο,2000.0,289.0,1537.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,125000.0
Toyota,bZ4X,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,224.0,4388.0,Μεταχειρισμένο,ΑΙΓΑΛΕΩ 12242,41000.0
BMW,120,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,168.0,2740.0,Μεταχειρισμένο,ΑΘΗΝΑ 10443,31500.0
Suzuki,Vitara,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1400.0,110.0,2899.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,25800.0
Suzuki,Swift,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,83.0,10997.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,18650.0
Suzuki,Swift,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1200.0,83.0,7140.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,16750.0
MG,ZS,2025.0,1.0,Βενζίνη,Χειροκίνητο,1500.0,106.0,12240.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,16800.0
MG,ZS,2025.0,1.0,Βενζίνη,Χειροκίνητο,1500.0,106.0,13666.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,16800.0
Chery,Τiggo 7,2025.0,1.0,Βενζίνη,Αυτόματο,1600.0,147.0,7120.0,Μεταχειρισμένο,ΚΑΛΛΙΘΕΑ 17675,24990.0
Skoda,Kamiq,2026.0,0.0,Βενζίνη,Χειροκίνητο,1000.0,116.0,0.0,Καινούργιο,ΜΟΣΧΑΤΟ 18346,21600.0
Skoda,Karoq,2026.0,0.0,Βενζίνη,Αυτόματο,1500.0,150.0,15.0,Καινούργιο,ΜΟΣΧΑΤΟ 18346,31000.0
MG,ZS,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,197.0,8000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,25500.0
Skoda,Scala,2026.0,0.0,Βενζίνη,Χειροκίνητο,1000.0,116.0,12.0,Καινούργιο,ΜΟΣΧΑΤΟ 18346,23000.0
Foton,Tunland G7,2025.0,1.0,Πετρέλαιο,Χειροκίνητο,2000.0,163.0,0.0,Μεταχειρισμένο,ΑΙΓΑΛΕΩ 12242,36500.0
Toyota,Aygo (X),2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,72.0,7000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,20700.0
Porsche,Cayenne,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,470.0,4500.0,Μεταχειρισμένο,ΝΕΑ ΜΑΚΡΗ 19005,185000.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,15325.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,17100.0
Renault,Captur,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1600.0,145.0,8.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,24500.0
Opel,Corsa,2025.0,1.0,Βενζίνη,Αυτόματο,1200.0,100.0,13000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,18000.0
Citroen,C3 Aircross,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,0.0,Καινούργιο,ΑΧΑΡΝΕΣ 13671,20200.0
KGM,Tivoli,2026.0,0.0,Βενζίνη,Χειροκίνητο,1500.0,135.0,0.0,Καινούργιο,ΝΕΑ ΣΜΥΡΝΗ 17121,18400.0
KGM,Tivoli,2026.0,0.0,Βενζίνη,Αυτόματο,1500.0,163.0,0.0,Καινούργιο,ΝΕΑ ΣΜΥΡΝΗ 17121,23400.0
KGM,Korando,2026.0,0.0,Βενζίνη,Χειροκίνητο,1500.0,163.0,0.0,Καινούργιο,ΝΕΑ ΣΜΥΡΝΗ 17121,22900.0
KGM,Musso Grand,2026.0,0.0,Πετρέλαιο,Χειροκίνητο,2200.0,202.0,0.0,Καινούργιο,ΝΕΑ ΣΜΥΡΝΗ 17121,34990.0
Nissan,Qashqai,2026.0,0.0,Βενζίνη,Χειροκίνητο,1300.0,158.0,0.0,Καινούργιο,ΝΕΑ ΣΜΥΡΝΗ 17121,26990.0
Nissan,Juke,2026.0,0.0,Βενζίνη,Χειροκίνητο,1000.0,114.0,0.0,Καινούργιο,ΝΕΑ ΣΜΥΡΝΗ 17121,20990.0
Nissan,Juke,2026.0,0.0,Βενζίνη,Αυτόματο,1000.0,114.0,0.0,Καινούργιο,ΝΕΑ ΣΜΥΡΝΗ 17121,23290.0
KGM,Torres,2026.0,0.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,204.0,0.0,Καινούργιο,ΝΕΑ ΣΜΥΡΝΗ 17121,35690.0
Audi,Q3,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,150.0,10500.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,34900.0
Skoda,Kamiq,2026.0,0.0,Βενζίνη,Χειροκίνητο,1000.0,116.0,0.0,Καινούργιο,ΜΟΣΧΑΤΟ 18346,20950.0
Peugeot,208,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1200.0,115.0,5000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,21500.0
Mini,John Cooper Works,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,188.0,3000.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16451,36000.0
MG,ZS,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,197.0,5100.0,Μεταχειρισμένο,ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ 14565,23200.0
Foton,Tunland G7,2025.0,1.0,Πετρέλαιο,Χειροκίνητο,2000.0,163.0,0.0,Καινούργιο,ΑΙΓΑΛΕΩ 12242,36500.0
Honda,HR-V,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,131.0,1.0,Καινούργιο,ΑΧΑΡΝΕΣ 13671,34490.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,13544.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,17100.0
Nissan,Qashqai,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1300.0,158.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,30590.0
Lotus,Eletre,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,918.0,30.0,Καινούργιο,ΑΘΗΝΑ 11636,129850.0
Renault,Clio,2026.0,0.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,0.0,Καινούργιο,ΑΘΗΝΑ 11527,21400.0
Hyundai,i 20,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,100.0,3500.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18452,21000.0
Opel,Astra,2025.0,1.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,11400.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15234,24900.0
MG,ZS,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,197.0,5000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11635,26550.0
Skoda,Fabia,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,116.0,3800.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,20000.0
Lotus,Eletre,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,918.0,7068.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,136000.0
Suzuki,Vitara,2026.0,0.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,0.0,Καινούργιο,ΚΑΛΛΙΘΕΑ 17675,20580.0
Suzuki,Vitara,2026.0,0.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,0.0,Καινούργιο,ΚΑΛΛΙΘΕΑ 17675,25380.0
BMW,X2,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,170.0,1500.0,Μεταχειρισμένο,ΑΘΗΝΑ 10443,47000.0
Suzuki,SX4 S-Cross,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,0.0,Καινούργιο,ΚΑΛΛΙΘΕΑ 17675,24280.0
Suzuki,Vitara,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,0.0,Καινούργιο,ΚΑΛΛΙΘΕΑ 17675,26180.0
Mercedes-Benz,E 300,2025.0,1.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,2000.0,313.0,17100.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,75000.0
Suzuki,Vitara,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,0.0,Καινούργιο,ΚΑΛΛΙΘΕΑ 17675,22480.0
Suzuki,Swift,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1200.0,83.0,0.0,Καινούργιο,ΚΑΛΛΙΘΕΑ 17675,16990.0
Suzuki,Vitara,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,0.0,Καινούργιο,ΚΑΛΛΙΘΕΑ 17675,25880.0
DongFeng,Box,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,95.0,0.0,Καινούργιο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,22900.0
Kia,Picanto,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,65.0,0.0,Καινούργιο,ΓΛΥΦΑΔΑ 16674,16700.0
Honda,HR-V,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,131.0,0.0,Καινούργιο,ΑΧΑΡΝΕΣ 13671,37690.0
Volkswagen,T-Cross,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,9760.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,20000.0
Porsche,Panamera,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,470.0,6000.0,Μεταχειρισμένο,ΕΚΑΛΗ 14578,169000.0
Volkswagen,Tiguan,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,131.0,3580.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,33500.0
Renault,Clio,2026.0,0.0,Βενζίνη,Χειροκίνητο,1200.0,115.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,20900.0
BMW,M2,2025.0,1.0,Βενζίνη,Αυτόματο,3000.0,470.0,9500.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14562,90000.0
Dacia,Sandero,2025.0,1.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,17890.0
KGM,Musso Grand,2025.0,1.0,Πετρέλαιο,Αυτόματο,2200.0,202.0,1100.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,29000.0
Renault,Clio,2026.0,0.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,160.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,26700.0
Audi,A3,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1000.0,116.0,17630.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,26500.0
Skoda,Fabia,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,116.0,15097.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,19900.0
Volkswagen,Polo,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,13286.0,Μεταχειρισμένο,ΚΑΛΛΙΘΕΑ 17673,19700.0
Volkswagen,Golf,2025.0,1.0,Βενζίνη,Χειροκίνητο,1500.0,116.0,14967.0,Μεταχειρισμένο,ΚΑΛΛΙΘΕΑ 17673,22500.0
Volkswagen,T-Cross,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,116.0,827.0,Μεταχειρισμένο,ΚΑΛΛΙΘΕΑ 17673,23500.0
BYD,ATTO 3,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,204.0,8000.0,Μεταχειρισμένο,ΝΕΑ ΜΑΚΡΗ 19005,26500.0
Ford,Capri,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,335.0,11078.0,Μεταχειρισμένο,ΑΡΤΕΜΙΣ 19016,39997.0
Voyah,Voyah,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,492.0,0.0,Καινούργιο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,65000.0
Citroen,C3 Aircross,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,910.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,19500.0
Nissan,Ariya,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,389.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,39900.0
Volkswagen,Tiguan,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,2770.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,35900.0
Volkswagen,T-Cross,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,115.0,11620.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,23900.0
Mini,Moke,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,44.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,24449.0
Renault,Austral,2025.0,1.0,Βενζίνη,Αυτόματο,1300.0,148.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,35790.0
Mercedes-Benz,CLE 200,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,2000.0,227.0,5500.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,69500.0
Cupra,Formentor,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,150.0,11500.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17563,37500.0
DongFeng,Box,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,95.0,0.0,Καινούργιο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,18900.0
Xev,Yoyo,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,20.0,0.0,Καινούργιο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,12490.0
DFSK,500,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,106.0,0.0,Καινούργιο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,21300.0
DFSK,EC75,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,95.0,1.0,Καινούργιο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,39990.0
Seres,5,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,585.0,0.0,Καινούργιο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,56500.0
DongFeng,Box,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,95.0,0.0,Καινούργιο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,22900.0
DFSK,500,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,106.0,3966.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,18990.0
DFSK,500,2025.0,1.0,LPG / Βενζίνη,Αυτόματο,1500.0,106.0,10000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,17990.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,4000.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12462,18400.0
Suzuki,Ignis,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1200.0,83.0,7500.0,Μεταχειρισμένο,ΝΕΑ ΜΑΚΡΗ 19005,20900.0
DFSK,600,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,177.0,10000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,24490.0
Xev,Yoyo,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,20.0,0.0,Καινούργιο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,13900.0
Renault,Clio,2025.0,1.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,20400.0
Toyota,C-HR,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,140.0,12000.0,Μεταχειρισμένο,ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ 18233,31000.0
LandRover,Range Rover Evoque,2025.0,1.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,200.0,2500.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,70000.0
LandRover,Range Rover Evoque,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,269.0,7500.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,70500.0
LandRover,Defender,2025.0,1.0,Υβριδικό Πετρελαίου,Αυτόματο,3000.0,300.0,12000.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,133000.0
Volkswagen,T-Cross,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,14378.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,20500.0
Chery,Τiggo 7,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,279.0,3000.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,32000.0
Renault,Captur,2025.0,1.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,8.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,21680.0
Toyota,C-HR,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,140.0,0.0,Καινούργιο,ΖΩΓΡΑΦΟΣ 15773,33250.0
Toyota,Aygo (X),2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,72.0,5000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,22500.0
Mini,Moke,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,44.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,22599.0
LandRover,Defender,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,300.0,2000.0,Μεταχειρισμένο,ΕΚΑΛΗ 14578,129900.0
Dacia,Duster,2025.0,1.0,Plug-in Hybrid Βενζίνης,Χειροκίνητο,1200.0,130.0,2760.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,27000.0
Porsche,Panamera,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,470.0,6026.0,Μεταχειρισμένο,ΕΚΑΛΗ 14578,169000.0
Porsche,Cayenne,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,519.0,0.0,Καινούργιο,ΕΚΑΛΗ 14578,156900.0
Toyota,Yaris,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,12817.0,Μεταχειρισμένο,ΓΛΥΚΑ ΝΕΡΑ 15354,20500.0
Ford,Mustang,2025.0,1.0,Βενζίνη,Αυτόματο,5000.0,500.0,2000.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,99800.0
DFSK,E5,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,279.0,5200.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,29295.0
Audi,A3,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,1400.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,29500.0
Fiat,600,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,100.0,12051.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12131,21500.0
Porsche,Macan,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,360.0,6000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11636,92850.0
BMW,120,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,170.0,13170.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16451,29980.0
Ecocar,High Speed,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,94.0,1.0,Καινούργιο,ΝΕΟ ΗΡΑΚΛΕΙΟ 14122,23990.0
Skoda,Kamiq,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,115.0,12010.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,20950.0
Audi,Q3,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,2800.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,52000.0
Renault,Captur,2025.0,1.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,21900.0
Volkswagen,Taigo,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,19903.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,19300.0
MG,ZS,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,197.0,1500.0,Καινούργιο,ΚΗΦΙΣΙΑ 14563,25000.0
Peugeot,3008,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,145.0,6400.0,Μεταχειρισμένο,ΖΩΓΡΑΦΟΣ 15771,32000.0
Volkswagen,Polo,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,105.0,45000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,8000.0
Toyota,C-HR,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,140.0,14737.0,Μεταχειρισμένο,ΓΛΥΚΑ ΝΕΡΑ 15354,26900.0
Toyota,Aygo (X),2026.0,0.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,0.0,Καινούργιο,ΕΛΕΥΣΙΝΑ 19200,22070.0
BMW,X1,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,170.0,21608.0,Μεταχειρισμένο,ΠΑΙΑΝΙΑ 19002,38480.0
Skoda,Elroq,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,286.0,3890.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16675,37900.0
MG,MG3,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,195.0,423.0,Μεταχειρισμένο,ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ 14565,19500.0
MG,MG3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1500.0,115.0,2872.0,Μεταχειρισμένο,ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ 14565,17250.0
Volkswagen,T-Cross,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,116.0,1400.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,25200.0
Audi,Q8,2025.0,1.0,Πετρέλαιο,Αυτόματο,3000.0,286.0,17000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,97000.0
Nissan,X-Trail,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,163.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,37590.0
Skoda,Fabia,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,116.0,3890.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16675,21500.0
LandRover,Defender,2025.0,1.0,Υβριδικό Πετρελαίου,Αυτόματο,3000.0,300.0,19700.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,134000.0
LandRover,Defender,2025.0,1.0,Υβριδικό Πετρελαίου,Αυτόματο,3000.0,300.0,20500.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,134000.0
DFSK,500,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,106.0,8500.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15342,16895.0
Volkswagen,Polo,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,100.0,45000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,7500.0
Toyota,Yaris,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,75.0,40000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,10000.0
Peugeot,208,2025.0,1.0,Βενζίνη,Αυτόματο,1200.0,75.0,40000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,6000.0
Audi,A1,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,116.0,14038.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,25450.0
Skoda,Scala,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,116.0,11622.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,20500.0
Volkswagen,T-Cross,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,22376.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,20600.0
Skoda,Fabia,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,115.0,3218.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,19950.0
Skoda,Fabia,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,115.0,5054.0,Μεταχειρισμένο,ΜΟΣΧΑΤΟ 18346,19950.0
Mercedes-Benz,A 35 AMG,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,2000.0,320.0,2900.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13671,68500.0
Audi,A5,2025.0,1.0,Βενζίνη,Αυτόματο,2000.0,204.0,3750.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,62900.0
Opel,Corsa,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,5.0,Μεταχειρισμένο,ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ 14565,19500.0
Citroen,C3 Aircross,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,3200.0,Μεταχειρισμένο,ΑΝΑΒΥΣΣΟΣ 19013,20100.0
Audi,Q8,2025.0,1.0,Πετρέλαιο,Αυτόματο,3000.0,286.0,0.0,Καινούργιο,ΝΕΑ ΕΡΥΘΡΑΙA 14671,129000.0
Suzuki,Swift,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1200.0,83.0,14927.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,16750.0
Suzuki,Swift,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1200.0,83.0,15308.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,16750.0
Toyota,Yaris Cross,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,75.0,40000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,12000.0
